crime_type,trigger,lag,trigger_family_class,epoch,k_cities,g_meta,ci_lo,ci_hi,se_hk,p_meta,tau2,Q,p_Q,I2,cities
BURGLARY,PHASE_FirstQ,-1,PHASE,POST,3,-0.002057770169593625,-0.73253553497188,0.7284199946326927,0.16977381413114265,0.991429715999022,0.048164913892637315,4.811534217542151,0.09019627870821692,58.43321673348405,chicago;la;nyc
BURGLARY,PHASE_FirstQ,0,PHASE,POST,3,-0.10311795841155785,-0.5308980704636554,0.3246621536405397,0.09942241192268098,0.4086065955480622,0.0,1.1263732275223792,0.5693917382806073,0.0,chicago;la;nyc
BURGLARY,PHASE_FirstQ,1,PHASE,POST,3,-0.04809747480217498,-0.4757909505632186,0.37959600095886864,0.0994022763699193,0.6762781626832493,0.0,0.40256515712458424,0.8176813396872116,0.0,chicago;la;nyc
BURGLARY,PHASE_FirstQ,WIN3,PHASE,POST,3,-0.0705259121747067,-0.33048349198108906,0.18943166763167563,0.0604179784280989,0.36343083970543766,0.0,0.6542822740196521,0.7209819786048142,0.0,chicago;la;nyc
BURGLARY,PHASE_FirstQ,-1,PHASE,PRE,4,0.00806301518529446,-0.11578416993308019,0.13191020030366912,0.0389157186761435,0.8491267825605968,0.0,2.7214611120964793,0.43659251489380235,0.0,chicago;la;nyc;sf
BURGLARY,PHASE_FirstQ,0,PHASE,PRE,4,0.044869317230845154,-0.07897763827313241,0.1687162727348227,0.0389156465258619,0.3324449360532848,0.0,1.3346359973373318,0.7209253064786214,0.0,chicago;la;nyc;sf
BURGLARY,PHASE_FirstQ,1,PHASE,PRE,4,-0.0031930184507603845,-0.1270376255700939,0.12065158866857313,0.038914908607789206,0.9397737274808271,0.0,1.6733473608960305,0.6428754523591749,0.0,chicago;la;nyc;sf
BURGLARY,PHASE_FirstQ,WIN3,PHASE,PRE,4,0.015632897095118684,-0.07462503473011516,0.10589082892035252,0.028361179786557878,0.6198876716597989,0.0009422226459217583,3.9664109716867797,0.2651140554498649,24.364872389302565,chicago;la;nyc;sf
BURGLARY,PHASE_FirstQ,-1,PHASE,PRE2014,4,0.0060158278843721975,-0.14461355807502074,0.15664521384376512,0.04733132047170185,0.9069016588035489,0.0,1.8160002431304259,0.6114593087999656,0.0,chicago;la;nyc;sf
BURGLARY,PHASE_FirstQ,0,PHASE,PRE2014,4,0.07600682095813806,-0.07463007917038762,0.22664372108666375,0.04733368160160379,0.2066748247862188,0.0,0.9878097253877904,0.8042016097296577,0.0,chicago;la;nyc;sf
BURGLARY,PHASE_FirstQ,1,PHASE,PRE2014,4,0.00536384409734465,-0.1452654752378842,0.15599316343257347,0.0473312995368116,0.9169306596897235,0.0,1.8025709103981646,0.614375636710893,0.0,chicago;la;nyc;sf
BURGLARY,PHASE_FirstQ,WIN3,PHASE,PRE2014,4,0.02860646423281677,-0.07593036999888247,0.13314329846451603,0.03284794909441899,0.44790829423515666,0.0008975552454774404,3.1194168576091315,0.37357739036995846,3.828178889199765,chicago;la;nyc;sf
BURGLARY,PHASE_Full,-1,PHASE,POST,3,-0.07548746244841208,-0.8112594446788155,0.6602845197819913,0.1710042684021967,0.7020359392399393,0.053510565841613365,5.459688569741401,0.06522944608898472,63.36787392811436,chicago;la;nyc
BURGLARY,PHASE_Full,0,PHASE,POST,3,0.06076828166919901,-0.36883397522027217,0.4903705385586702,0.09984590527709405,0.6046933443806193,0.0,0.3599986654948189,0.8352707687476704,0.0,chicago;la;nyc
BURGLARY,PHASE_Full,1,PHASE,POST,3,0.1412399755066633,-0.2885267678219533,0.5710067188352799,0.09988413435331259,0.2929370786116223,0.0,1.799121453523652,0.4067482941433602,0.0,chicago;la;nyc
BURGLARY,PHASE_Full,WIN3,PHASE,POST,3,0.03337476324575614,-0.2773351372731292,0.34408466376464153,0.07221356684782414,0.6893653182045409,0.003978949325246131,2.4935280080203617,0.28743342694515034,19.79235871556056,chicago;la;nyc
BURGLARY,PHASE_Full,-1,PHASE,PRE,4,-0.026905723785534016,-0.15083385933479326,0.09702241176372524,0.03894115521870203,0.5392699581879131,0.0,1.0065810197803855,0.7996595485052748,0.0,chicago;la;nyc;sf
BURGLARY,PHASE_Full,0,PHASE,PRE,4,0.07423145932199648,-0.05196655097979258,0.20042946962378555,0.03965440362410664,0.1579466245424461,0.00021128052392558832,2.530865407638034,0.46973882884150253,0.0,chicago;la;nyc;sf
BURGLARY,PHASE_Full,1,PHASE,PRE,4,0.018247091836119996,-0.10568279855776361,0.1421769822300036,0.038941706632443535,0.6713197933752783,0.0,1.9987687760526827,0.572662288941771,0.0,chicago;la;nyc;sf
BURGLARY,PHASE_Full,WIN3,PHASE,PRE,4,0.021744044463140693,-0.05355994400809223,0.09704803293437363,0.02366229662577343,0.4258994354036066,0.0,2.1186480824195373,0.5481493516529135,0.0,chicago;la;nyc;sf
BURGLARY,PHASE_Full,-1,PHASE,PRE2014,4,-0.00011014311597605705,-0.1513411833214346,0.15112089708948245,0.04752037448498295,0.9982961691518017,0.0,0.4425562683261766,0.9313176274041555,0.0,chicago;la;nyc;sf
BURGLARY,PHASE_Full,0,PHASE,PRE2014,4,0.07196575260117276,-0.15384802858417485,0.2977795337865204,0.0709560380674443,0.3851598679594525,0.010309096063768283,6.310170725441693,0.09745716500401637,52.45770470354415,chicago;la;nyc;sf
BURGLARY,PHASE_Full,1,PHASE,PRE2014,4,-0.015226505602415338,-0.21071171744367076,0.18025870623884008,0.06142608329845624,0.8202228105992848,0.005511557171906815,4.65171846161268,0.19915004857840066,35.50770484592171,chicago;la;nyc;sf
BURGLARY,PHASE_Full,WIN3,PHASE,PRE2014,4,0.022294867492878026,-0.12560390597240528,0.1701936409581613,0.04647329735609558,0.6642197440634177,0.004970320822528484,7.212684951086308,0.06541903759362039,58.40661251191669,chicago;la;nyc;sf
BURGLARY,PHASE_LastQ,-1,PHASE,POST,3,-0.16703118253117705,-0.7207267483228126,0.38666438326045843,0.1286870218389059,0.3238219876184577,0.015287701093556379,2.967955207876209,0.22673403419867652,32.61353828074961,chicago;la;nyc
BURGLARY,PHASE_LastQ,0,PHASE,POST,3,-0.011458136525529747,-0.5610299516247312,0.5381136785736718,0.12772860131289585,0.9366948759803649,0.017280968345126838,2.807326610859739,0.24569525656776392,28.757844126034794,chicago;la;nyc
BURGLARY,PHASE_LastQ,1,PHASE,POST,3,0.05472779206029829,-0.3711638434016805,0.48061942752227704,0.09898350208989692,0.6358803992218671,0.0,1.7390923212079057,0.41914172911801695,0.0,chicago;la;nyc
BURGLARY,PHASE_LastQ,WIN3,PHASE,POST,3,-0.039055890991414016,-0.2989928693835008,0.22088108740067278,0.06041319035534709,0.5842498662443686,0.0,0.9432627864675978,0.6239834750632529,0.0,chicago;la;nyc
BURGLARY,PHASE_LastQ,-1,PHASE,PRE,4,-0.05285400823051619,-0.17670524124134154,0.07099722478030918,0.03891699061981902,0.2675392860375488,0.0,2.6140717264353226,0.45502793043580303,0.0,chicago;la;nyc;sf
BURGLARY,PHASE_LastQ,0,PHASE,PRE,4,-0.007971877116134536,-0.1318161875802252,0.11587243334795612,0.03891481539168612,0.8507972513278503,0.0,1.5253019039524411,0.6764430964245562,0.0,chicago;la;nyc;sf
BURGLARY,PHASE_LastQ,1,PHASE,PRE,4,0.03323612460943891,-0.09061056528482547,0.1570828145037033,0.0389155630649995,0.45584656281265173,0.0,1.8393803804643123,0.6064030470688282,0.0,chicago;la;nyc;sf
BURGLARY,PHASE_LastQ,WIN3,PHASE,PRE,4,-0.009174893771431167,-0.08443121424616046,0.06608142670329811,0.023647318212335785,0.7239172119971329,0.0,1.6157317418736135,0.6558280368304552,0.0,chicago;la;nyc;sf
BURGLARY,PHASE_LastQ,-1,PHASE,PRE2014,4,-0.07019908542556184,-0.22129176947213652,0.08089359862101282,0.047476899703129086,0.23578522494208612,0.0,1.5540391915477176,0.6698554264077852,0.0,chicago;la;nyc;sf
BURGLARY,PHASE_LastQ,0,PHASE,PRE2014,4,-0.049828031068135645,-0.20091152641945648,0.10125546428318517,0.04747401239746155,0.371002798163337,0.0,0.5214542552258097,0.9141533475854646,0.0,chicago;la;nyc;sf
BURGLARY,PHASE_LastQ,1,PHASE,PRE2014,4,-0.004995035281513096,-0.15607950583613134,0.14608943527310514,0.047474318829433655,0.9228451655918755,0.0,1.8401771914101634,0.6062311987561944,0.0,chicago;la;nyc;sf
BURGLARY,PHASE_LastQ,WIN3,PHASE,PRE2014,4,-0.04158122481859863,-0.135119595106164,0.05195714546896672,0.02939197124308129,0.25208317456071544,0.00011056839738228837,2.3542136320497624,0.5022146416796514,0.0,chicago;la;nyc;sf
BURGLARY,PHASE_New,-1,PHASE,POST,3,0.025564474667152483,-0.6472782176609095,0.6984071669952145,0.15637857261503393,0.8851681912623579,0.02900746849799184,3.880679256805233,0.14365515212179425,48.46263069815002,chicago;la;nyc
BURGLARY,PHASE_New,0,PHASE,POST,3,0.000660541905266567,-0.4251595945429411,0.4264806783534742,0.09896688466379659,0.9952805581338338,0.0,0.7300329142400656,0.6941852264943755,0.0,chicago;la;nyc
BURGLARY,PHASE_New,1,PHASE,POST,3,0.11158642471084099,-0.31426328941102766,0.5374361388327096,0.0989737589517113,0.37663297025923836,0.0,0.011378649530555607,0.9943268287940643,0.0,chicago;la;nyc
BURGLARY,PHASE_New,WIN3,PHASE,POST,3,0.03954644795616579,-0.25193542583960943,0.331028321751941,0.06774468963856164,0.6184489725141424,0.0,2.5339707456955503,0.2816795017895219,21.072490540887458,chicago;la;nyc
BURGLARY,PHASE_New,-1,PHASE,PRE,4,0.021220696024549592,-0.10245652343435271,0.1448979154834519,0.03886231144058696,0.6230202205450819,0.0,1.4462937104259495,0.6947199986339019,0.0,chicago;la;nyc;sf
BURGLARY,PHASE_New,0,PHASE,PRE,4,0.010220322802136578,-0.11345552626833945,0.1338961718726126,0.03886188083208808,0.8095850476247928,0.0,1.1000088273837882,0.7770719526490818,0.0,chicago;la;nyc;sf
BURGLARY,PHASE_New,1,PHASE,PRE,4,-0.04737777704989018,-0.1710597399714946,0.07630418587171423,0.038863801948908885,0.3099271082448179,0.0,2.241132164915577,0.52389212194788,0.0,chicago;la;nyc;sf
BURGLARY,PHASE_New,WIN3,PHASE,PRE,4,-0.005344149121671858,-0.08050914391381848,0.06982084567047477,0.02361862151997337,0.8355326619210459,0.0,2.1455644080586715,0.5427499112208711,0.0,chicago;la;nyc;sf
BURGLARY,PHASE_New,-1,PHASE,PRE2014,4,0.06246092448276856,-0.08832039291413658,0.21324224187967372,0.04737906092760834,0.2790119087642482,0.0,0.2677096090044596,0.965982442781886,0.0,chicago;la;nyc;sf
BURGLARY,PHASE_New,0,PHASE,PRE2014,4,0.00161428516339135,-0.16487741236264894,0.16810598268943164,0.05231563443807071,0.9773219151223582,0.0017491887561747691,2.9795626178046453,0.39478696389817636,0.0,chicago;la;nyc;sf
BURGLARY,PHASE_New,1,PHASE,PRE2014,4,-0.08008921356291059,-0.2308835133549345,0.07070508622911333,0.04738314030362081,0.18956108342767722,0.0,2.1377205052781934,0.544319420758488,0.0,chicago;la;nyc;sf
BURGLARY,PHASE_New,WIN3,PHASE,PRE2014,4,-0.006349331454060226,-0.11033739128573039,0.09763872837760995,0.032675511181132634,0.8583433983183081,0.0008517308003883102,3.27835245711241,0.3506669619218645,8.49062023543327,chicago;la;nyc;sf
BURGLARY,PHASE_Quadrature,-1,PHASE,POST,3,-0.10095373244228645,-0.4127978474059349,0.210890382521362,0.07247717502538747,0.29828132115529693,0.0,0.1357104380340219,0.9343957465191843,0.0,chicago;la;nyc
BURGLARY,PHASE_Quadrature,0,PHASE,POST,3,-0.06770849882314886,-0.3846559501811839,0.24923895253488623,0.07366326572686666,0.4550435289896201,0.0005981404244160324,1.9410532950578367,0.37888344751968395,0.0,chicago;la;nyc
BURGLARY,PHASE_Quadrature,1,PHASE,POST,3,0.003475806016810238,-0.3063626462978781,0.3133142583314986,0.0720110294229043,0.9658894510130833,0.0,0.8448771870876326,0.6554465017379921,0.0,chicago;la;nyc
BURGLARY,PHASE_Quadrature,WIN3,PHASE,POST,3,-0.05479464860286304,-0.25159723668179523,0.14200793947606913,0.04573982620550243,0.35364237439476276,0.0,1.3185669195021337,0.5172218119907458,0.0,chicago;la;nyc
BURGLARY,PHASE_Quadrature,-1,PHASE,PRE,4,-0.022362645696492756,-0.11226502426892832,0.06753973287594281,0.028249456533848822,0.4864021352081429,0.0,2.5601011578624187,0.4645273018267858,0.0,chicago;la;nyc;sf
BURGLARY,PHASE_Quadrature,0,PHASE,PRE,4,0.018426585895508548,-0.07147337990519001,0.10832655169620711,0.028248698383826622,0.5607310150136166,0.0,1.296120699637401,0.7300544601605752,0.0,chicago;la;nyc;sf
BURGLARY,PHASE_Quadrature,1,PHASE,PRE,4,0.014931595310725002,-0.07496785518451358,0.1048310458059636,0.028248536462646957,0.6337058847341839,0.0,1.132567400135412,0.7692185648145007,0.0,chicago;la;nyc;sf
BURGLARY,PHASE_Quadrature,WIN3,PHASE,PRE,4,0.0036026458762482487,-0.05336127996544071,0.06056657171793721,0.017899414594082466,0.8533600767608771,0.0,0.5153699328005351,0.9155019594960775,0.0,chicago;la;nyc;sf
BURGLARY,PHASE_Quadrature,-1,PHASE,PRE2014,4,-0.03177921147081683,-0.14129282574951027,0.07773440280787661,0.03441177125183623,0.4238599117226105,0.0,0.6421364334493327,0.8867220078824783,0.0,chicago;la;nyc;sf
BURGLARY,PHASE_Quadrature,0,PHASE,PRE2014,4,0.013231314519780152,-0.09628005231066364,0.12274268135022395,0.03441106505036917,0.7262395463063002,0.0,0.5942841231229472,0.8977396371862121,0.0,chicago;la;nyc;sf
BURGLARY,PHASE_Quadrature,1,PHASE,PRE2014,4,0.00014917598029122106,-0.1093601787864516,0.10965853074703405,0.03441043281230199,0.9968131880081244,0.0,0.06862435379596059,0.9953160440362049,0.0,chicago;la;nyc;sf
BURGLARY,PHASE_Quadrature,WIN3,PHASE,PRE2014,4,-0.006161453748882965,-0.07556581484007235,0.06324290734230642,0.021808493980227592,0.795911979885195,0.0,0.0674708313991777,0.9954320725319198,0.0,chicago;la;nyc;sf
BURGLARY,PHASE_Syzygy,-1,PHASE,POST,3,-0.023080108196706174,-0.542194733741144,0.4960345173477317,0.12064990092312153,0.8659525569372374,0.023620605947471066,4.6314860085175384,0.09869282756224391,56.81731529962741,chicago;la;nyc
BURGLARY,PHASE_Syzygy,0,PHASE,POST,3,0.030246765920509986,-0.28022187931105413,0.34071541115207415,0.07215749555820876,0.715817683348144,0.0,0.20250610177131162,0.9037043207704409,0.0,chicago;la;nyc
BURGLARY,PHASE_Syzygy,1,PHASE,POST,3,0.12627471180548264,-0.18432979863056578,0.4368792222415311,0.07218907263705283,0.22235888629389033,0.0,0.9617982762644786,0.6182272701155471,0.0,chicago;la;nyc
BURGLARY,PHASE_Syzygy,WIN3,PHASE,POST,3,0.036229584315876376,-0.2124969315716651,0.2849561002034179,0.05780771340686536,0.5948408020615568,0.0015828137745862016,2.897724369813134,0.23483733760573366,30.980323013642106,chicago;la;nyc
BURGLARY,PHASE_Syzygy,-1,PHASE,PRE,4,-0.0028475741977229967,-0.09271732499968065,0.08702217660423466,0.028239204115630884,0.926040726960194,0.0,0.912887083886132,0.8223167979046591,0.0,chicago;la;nyc;sf
BURGLARY,PHASE_Syzygy,0,PHASE,PRE,4,0.041897433896318816,-0.04797638320241394,0.13177125099505158,0.028240481842381007,0.23455878691470342,0.0,1.1909551068282624,0.7551744581943314,0.0,chicago;la;nyc;sf
BURGLARY,PHASE_Syzygy,1,PHASE,PRE,4,-0.014555252579252052,-0.1044278337563416,0.07531732859783749,0.02824009348652999,0.6418411737419494,0.0,2.375288091116935,0.4982513136057437,0.0,chicago;la;nyc;sf
BURGLARY,PHASE_Syzygy,WIN3,PHASE,PRE,4,0.008165397834855342,-0.04878451141374512,0.06511530708345581,0.017895010248574664,0.6791854176414089,0.0,1.7208987788889576,0.6322975577242245,0.0,chicago;la;nyc;sf
BURGLARY,PHASE_Syzygy,-1,PHASE,PRE2014,4,0.031220608404354384,-0.07839667860964214,0.1408378954183509,0.034444347680582556,0.4315396330514248,0.0,0.3509307257734849,0.9501816363360149,0.0,chicago;la;nyc;sf
BURGLARY,PHASE_Syzygy,0,PHASE,PRE2014,4,0.03463784736437475,-0.07498466159495652,0.14426035632370604,0.034445988539479715,0.38870551450386026,0.0,1.9096155769914198,0.5913765606078871,0.0,chicago;la;nyc;sf
BURGLARY,PHASE_Syzygy,1,PHASE,PRE2014,4,-0.05272140313961316,-0.16235058652504228,0.05690778024581595,0.034448085802232194,0.22339842715484312,0.0,2.8081443701518003,0.42216096300424755,0.0,chicago;la;nyc;sf
BURGLARY,PHASE_Syzygy,WIN3,PHASE,PRE2014,4,0.004242217977482893,-0.06611739541022636,0.07460183136519215,0.022108656875335586,0.8600891809324425,0.0,3.077851429538045,0.37977707469135735,2.5294083005731616,chicago;la;nyc;sf
BURGLARY,WAVE_after_quadrature,-1,WAVE,POST,3,0.04218853090362215,-0.3160496089433682,0.40042667075061245,0.08325983116752476,0.6626996935371254,0.005049552179342048,2.27174530006459,0.32114175465861505,11.961961583319395,chicago;la;nyc
BURGLARY,WAVE_after_quadrature,0,WAVE,POST,3,-0.023291817850545526,-0.3441305480044126,0.2975469123033216,0.0745676563529042,0.7843274343103247,0.0014386072785898243,1.741838081249893,0.4185666926305176,0.0,chicago;la;nyc
BURGLARY,WAVE_after_quadrature,1,WAVE,POST,3,0.046079213492157337,-0.25856176069384734,0.350720187678162,0.07080305879287607,0.5819512549341008,0.0,0.34986562485227646,0.8395134237445625,0.0,chicago;la;nyc
BURGLARY,WAVE_after_quadrature,WIN3,WAVE,POST,3,0.022935382382410278,-0.1670927988788908,0.21296356364371136,0.044165354073258216,0.6552994588004921,0.0,0.2459852869919277,0.884270167673951,0.0,chicago;la;nyc
BURGLARY,WAVE_after_quadrature,-1,WAVE,PRE,4,-0.03160652953516225,-0.11985040170967975,0.05663734263935525,0.027728314544692805,0.3371099392616808,0.0,0.4737480126798065,0.9246198250778955,0.0,chicago;la;nyc;sf
BURGLARY,WAVE_after_quadrature,0,WAVE,PRE,4,0.020345348949988632,-0.06786846237695836,0.10855916027693562,0.027718868714445614,0.5161171707606528,0.0,0.5390954288277474,0.910222090705733,0.0,chicago;la;nyc;sf
BURGLARY,WAVE_after_quadrature,1,WAVE,PRE,4,0.04860487605928935,-0.03961285724911553,0.13682260936769422,0.027720101093905207,0.1778116874326987,0.0,1.6721459692458052,0.6431440346876787,0.0,chicago;la;nyc;sf
BURGLARY,WAVE_after_quadrature,WIN3,WAVE,PRE,4,0.014570645099513363,-0.040518659617580895,0.06965994981660761,0.017310364239491408,0.46174375613050334,0.0,0.5456898115284213,0.908744817431628,0.0,chicago;la;nyc;sf
BURGLARY,WAVE_after_quadrature,-1,WAVE,PRE2014,4,-0.035754010085599634,-0.14326222863275273,0.07175420846155345,0.033781628418566585,0.36755736043903176,0.0,0.8937762697957969,0.8269294729601241,0.0,chicago;la;nyc;sf
BURGLARY,WAVE_after_quadrature,0,WAVE,PRE2014,4,0.020446718872158667,-0.08700554677803209,0.12789898452234943,0.03376404669319091,0.5875396778761415,0.0,0.10788914958401402,0.9908741744633304,0.0,chicago;la;nyc;sf
BURGLARY,WAVE_after_quadrature,1,WAVE,PRE2014,4,0.0626276675614092,-0.04483056310658648,0.17008589822940487,0.03376592104305662,0.16066335359678122,0.0,0.11531390101612131,0.9899384050665297,0.0,chicago;la;nyc;sf
BURGLARY,WAVE_after_quadrature,WIN3,WAVE,PRE2014,4,0.01847582682409422,-0.048644587922703236,0.08559624157089168,0.02109082394739795,0.44550787898513433,0.0,0.698788877788585,0.8734887802403154,0.0,chicago;la;nyc;sf
BURGLARY,WAVE_after_syzygy,-1,WAVE,POST,3,-0.03973128751097874,-0.3443938641932518,0.26493128917129427,0.07080807953185397,0.63120190289084,0.0,1.3511391199866563,0.5088665080491598,0.0,chicago;la;nyc
BURGLARY,WAVE_after_syzygy,0,WAVE,POST,3,0.00872666636035275,-0.3265646967272989,0.34401802944800436,0.07792666156241948,0.9210613024724906,0.002697965570397671,1.9392776059236534,0.37921998650517313,0.0,chicago;la;nyc
BURGLARY,WAVE_after_syzygy,1,WAVE,POST,3,0.0719511575736791,-0.23271476918187795,0.37661708432923613,0.07080885813833107,0.41649036538240025,0.0,0.7742434983491837,0.6790084211791891,0.0,chicago;la;nyc
BURGLARY,WAVE_after_syzygy,WIN3,WAVE,POST,3,0.014027413782883335,-0.17622886853445396,0.20428369610022062,0.04421836812537121,0.7811232755828017,0.0,0.9660312297526877,0.6169201901658534,0.0,chicago;la;nyc
BURGLARY,WAVE_after_syzygy,-1,WAVE,PRE,4,-0.019118499453206667,-0.10733202240195096,0.06909502349553763,0.027718778099184573,0.5399278604348126,0.0,0.3310467538374395,0.9540874756562853,0.0,chicago;la;nyc;sf
BURGLARY,WAVE_after_syzygy,0,WAVE,PRE,4,0.008234235396881484,-0.07998081840063648,0.09644928919439943,0.027719259128124833,0.7858027930927555,0.0,2.1489349131959172,0.542076505217832,0.0,chicago;la;nyc;sf
BURGLARY,WAVE_after_syzygy,1,WAVE,PRE,4,-0.012577465960011983,-0.10079078369721733,0.07563585177719337,0.027718713616858952,0.6808199709157254,0.0,0.40846529324960557,0.9384882649845033,0.0,chicago;la;nyc;sf
BURGLARY,WAVE_after_syzygy,WIN3,WAVE,PRE,4,-0.009148423688510529,-0.06423237611848172,0.04593552874146066,0.017308682424117434,0.6337268477969893,0.0,0.29102738714167087,0.961707058379993,0.0,chicago;la;nyc;sf
BURGLARY,WAVE_after_syzygy,-1,WAVE,PRE2014,4,-0.020344992405024093,-0.1279590136569998,0.0872690288469516,0.03381487413418068,0.5898301106065608,0.0,1.429265854867707,0.698689218435107,0.0,chicago;la;nyc;sf
BURGLARY,WAVE_after_syzygy,0,WAVE,PRE2014,4,0.02435551387093346,-0.0832575677477511,0.13196859548961803,0.033814578879146975,0.5234082423606413,0.0,0.782811659238589,0.8535736851441506,0.0,chicago;la;nyc;sf
BURGLARY,WAVE_after_syzygy,1,WAVE,PRE2014,4,-0.034922173899401075,-0.14253694962302849,0.07269260182422632,0.03381511120704204,0.37768523598712356,0.0,1.1071029781777224,0.7753596790555977,0.0,chicago;la;nyc;sf
BURGLARY,WAVE_after_syzygy,WIN3,WAVE,PRE2014,4,-0.012050124219854732,-0.07924094850055821,0.05514070006084875,0.021112948290482422,0.6081228866522463,0.0,0.6229958231327206,0.8911484123883886,0.0,chicago;la;nyc;sf
BURGLARY,WAVE_before_quadrature,-1,WAVE,POST,3,-0.13105708793178855,-0.4371242369982382,0.1750100611346611,0.07113452288492371,0.20675122498516363,0.0,1.3642729385251946,0.5055357761373778,0.0,chicago;la;nyc
BURGLARY,WAVE_before_quadrature,0,WAVE,POST,3,-0.017335541466516495,-0.32333556828502247,0.28866448535198946,0.07111892268380117,0.8301442766581949,0.0,1.9118951382095708,0.3844476811580508,0.0,chicago;la;nyc
BURGLARY,WAVE_before_quadrature,1,WAVE,POST,3,-0.02577194927676761,-0.3317290532388679,0.28018515468533267,0.07110894677844645,0.7517466354911257,0.0,0.0792806428736995,0.9611350766727645,0.0,chicago;la;nyc
BURGLARY,WAVE_before_quadrature,WIN3,WAVE,POST,3,-0.06781926538841172,-0.2680817396378715,0.1324432088610481,0.046543954818218054,0.2824114346512744,0.0,2.199215889049734,0.3330016132146906,9.0584962595834,chicago;la;nyc
BURGLARY,WAVE_before_quadrature,-1,WAVE,PRE,4,-0.00944813890692075,-0.15008884886360513,0.13119257104976362,0.04419264190668632,0.844413398801764,0.004282861054096883,6.975729850393644,0.07267538104957484,56.99374740220612,chicago;la;nyc;sf
BURGLARY,WAVE_before_quadrature,0,WAVE,PRE,4,-0.02512577782962092,-0.1644609489620207,0.11420939330277888,0.043782410688608324,0.6062510878084726,0.004064597641053682,6.795591516273463,0.07870636056530694,55.853732632164935,chicago;la;nyc;sf
BURGLARY,WAVE_before_quadrature,1,WAVE,PRE,4,-0.007465111018958434,-0.09570818891019095,0.08077796687227409,0.0277280649620734,0.8052107135769024,0.0,0.9579348262115658,0.8114289644085435,0.0,chicago;la;nyc;sf
BURGLARY,WAVE_before_quadrature,WIN3,WAVE,PRE,4,-0.015549741463062008,-0.09115661426794483,0.06005713134182081,0.023757470056711437,0.559479528659533,0.0010284548719424812,5.4891178196656565,0.13929094297408112,45.346409048608635,chicago;la;nyc;sf
